feature_name	Bridge	map_name	cM	feature_start	Type	Multicopy	
sPb-2716	no	8	59.9-64.2	62.05	DArT		
sPb-2741	no	8	59.9-64.2	62.05	DArT		
sPb-3123	no	8	59.9-64.2	62.05	DArT		
sPb-3783	no	8	59.9-64.2	62.05	DArT		
sPb-4250	no	8	59.9-64.2	62.05	DArT		
sPb-5122	no	8	59.9-64.2	62.05	DArT		
sPb-5522	no	8	59.9-64.2	62.05	DArT		
sPb-6919	no	8	59.9-64.2	62.05	DArT		
sPb-7343	no	8	59.9-64.2	62.05	DArT		
sPb-8494	no	8	59.9-64.2	62.05	DArT		
sPb-8508	no	8	59.9-64.2	62.05	DArT		
sPb-8693	no	8	59.9-64.2	62.05	DArT		
sPb-3914	no	8	59.9-64.2	62.05	DArT	x	
sPb-7712	no	8	59.9-64.2	62.05	DArT		
sPb-6981	no	8	59.9-64.2	62.05	DArT		
sPb-1271	no	8	59.9-64.2	62.05	DArT	x	
sPb-2795	no	8	59.9-64.2	62.05	DArT		
sPb-5005	no	8	62.6	62.6	DArT	x	Maps to SBI-10 (79.3cM) in TAMU, S2 & S5
sPb-0380	Bridge	8	62.6	62.6	DArT		
sPb-1888	no	8	62.6	62.6	DArT		
sPb-7523	no	8	62.6-65	63.8	DArT		
sPb-2972	no	8	62.6-65	63.8	DArT		
sPb-6538	no	8	59.9-67.6	63.8	DArT		
sPb-1456	no	8	61.8-66.6	64.2	DArT		
sPb-4767	no	8	64.2-66.6	65.4	DArT		
sPb-9242	no	8	65-66.6	65.8	DArT		
M342657	no	8	65.8-66.8	66.3	DArT		
txs1440	Bridge	8	66.6	66.6	RFLP		
gpsb067	no	8	66.8	66.8	SSR		
sPb-4934	Bridge	8	66.6-67.6	67.1	DArT	x	
sPb-5980	no	8	66.6-67.6	67.1	DArT		
sPb-8059	no	8	66.6-67.6	67.1	DArT		
M187350	no	8	66.6-67.6	67.1	DArT		
sPb-2271	no	8	66.6-67.6	67.1	DArT		
sPb-9841	no	8	66.6-67.6	67.1	DArT		
sPb-8974	no	8	66.6-67.6	67.1	DArT		
psb0504	no	8	66.6-67.6	67.1	RFLP		
sPb-3313	no	8	66.6-67.6	67.1	DArT		
sPb-4454	no	8	66.6-67.6	67.1	DArT		
sPb-7205	no	8	66.6-67.6	67.1	DArT	x	
sPb-6537	no	8	66.6-67.6	67.1	DArT		
sPb-3919	no	8	66.6-67.6	67.1	DArT		
sPb-3448	no	8	66.6-67.6	67.1	DArT		
sPb-4361	no	8	66.6-67.6	67.1	DArT		
sPb-2190	no	8	66.6-67.6	67.1	DArT		
sPb-8067	no	8	66.6-67.6	67.1	DArT		
sPb-2212	no	8	66.6-67.6	67.1	DArT		
umc130	no	8	66.6-67.6	67.1	RFLP		
sPb-0580	no	8	66.6-67.6	67.1	DArT		
sPb-1140	no	8	66.6-67.6	67.1	DArT		
sPb-7808	no	8	66.6-67.6	67.1	DArT		
sPb-4432	Bridge	8	66.6-67.6	67.1	DArT		
sPb-2641	no	8	66.6-67.6	67.1	DArT	x	
sPb-3014	no	8	66.6-67.6	67.1	DArT		
sPb-1058	no	8	66.6-67.6	67.1	DArT		
sPb-0599	Bridge	8	66.6-67.6	67.1	DArT		
sPb-0633	no	8	66.6-67.6	67.1	DArT		
sPb-9891	no	8	66.6-67.6	67.1	DArT		
sPb-9602	no	8	66.6-67.6	67.1	DArT		
sPb-0435	no	8	66.6-67.6	67.1	DArT	x	
txp210	Bridge	8	66.6-67.6	67.1	SSR		
ST159	no	8	66.6-67.6	67.1	RFLP		
Str35	no	8	66.6-67.6	67.1	RFLP		
ST1219	no	8	66.6-67.6	67.1	RFLP		
Str46	no	8	66.6-67.6	67.1	RFLP		
sPb-5746	no	8	66.6-67.6	67.1	DArT	x	
rz261	no	8	66.6-67.6	67.1	RFLP		
sPb-8867	no	8	66.6-67.6	67.1	DArT		
sPb-7910	no	8	66.6-67.6	67.1	DArT		
sPb-0105	no	8	66.6-67.6	67.1	DArT		
txs1379	no	8	66.6-67.6	67.1	RFLP		
txs2068	no	8	66.6-67.6	67.1	RFLP		
umc18	no	8	66.6-67.6	67.1	RFLP		
sPb-5886	no	8	67.6-69.3	67.1	DArT		
txp292	no	8	67.6-69.3	67.1	SSR		
sPb-2568	no	8	67.6-69.3	67.1	DArT	x	maps to SBI-02 (137cM) in TAMU & CIRAD
txp294	no	8	69.3	69.3	SSR		
sPb-9762	no	8	69.4-70.9	70.1	DArT		
sPb-3236	no	8	70.4	70.4	DArT		
sPb-0325	no	8	70.4-70.9	70.65	DArT		
sPb-7484	no	8	70.4-70.9	70.65	DArT		
sPb-0441	no	8	70.9	70.9	DArT		
sPb-6807	no	8	70.9	70.9	DArT		
sPb-1265	no	8	71	71	DArT		
sPb-3312	no	8	71.7	71.7	DArT		
sPb-3189	no	8	72.7	72.7	DArT		
sPb-2088	no	8	72.7	72.7	DArT		
sPb-9700	Bridge	8	72.7	72.7	DArT		
sPb-9468	no	8	73	73	DArT	x	maps to SBI-04 (44.3cM) in S2
sPb-0258	no	8	73.4	73.4	DArT	x	Maps to SBI-04 (63.7cM0 in S4
sPb-8126	no	8	73.4-73.7	73.55	DArT		
txp354	Bridge	8	73.4-74	73.7	SSR		
sPb-1661	no	8	73.9	73.9	DArT		
sPb-7889	Bridge	8	74	74	DArT		
sPb-2987	no	8	74-76.8	75.4	DArT		
sPb-2691	no	8	74-76.8	75.4	DArT		
cdo459	no	8	76.1	76.1	RFLP		
sPb-0113	no	8	74-79.6	76.8	DArT		
gpsb103	no	8	78.9	78.9	SSR	x	
txs2065	no	8	79.6	79.6	RFLP		
sPb-1433	no	8	79.6	79.6	DArT		
sPb-4144	no	8	79.6-80.2	79.9	DArT		
cdo344.1	no	8	79.6-80.2	79.9	RFLP		
PSB0527	no	8	79.9	79.9	RFLP	x	
PSB0048	no	8	79.9	79.9	RFLP		
sPb-0856	Bridge	8	80.2	80.2	DArT		
msbcir337a	no	8	80.2	80.2	SSR	x	
sPb-7312	Bridge	8	82.1	82.1	DArT		
txp18	Bridge	8	86.8	86.8	SSR		
sPb-7375	Bridge	8	86.8-88.5	87.65	DArT		
txp516	no	8	86.8-88.5	87.65	SSR		
sPb-1881	Bridge	8	86.8-88.5	87.65	DArT		
txp321	Bridge	8	86.8-88.5	87.65	SSR		
sPb-6948	no	8	86.8-88.5	87.65	DArT		
msbcir304a	no	8	86.8-88.5	87.7	SSR		
Rf1	no	8	86.8-88.5	87.7	gene		
sPb-6935	no	8	88	88	DArT		
sPb-1595	no	8	87.7-89	88.4	DArT	x	
sPb-1850	no	8	87.7-89	88.4	DArT		
txp400	no	8	87.7-89	88.4	SSR		
txp406	no	8	88.5	88.5	SSR		
txs560	no	8	88.5	88.5	RFLP		
txp250	no	8	88.5-89.7	89.1	SSR		
sPb-3715	no	8	89.2	89.2	DArT		
txs1220	no	8	89.7	89.7	RFLP		
sPb-7864	no	8	89.2-91.9	90.6	DArT		
gpsb002	no	8	91.5	91.5	SSR		
sPb-5689	no	8	89.2-94.5	91.9	DArT		
sPb-3509	no	8	89.2-94.5	91.9	DArT		
Shs1	no	8	94.1	94.1	gene		
sPb-4546	no	8	94.3-94.6	94.45	DArT		
sPb-0144	no	8	94.3-94.6	94.45	DArT		
sPb-0031	no	8	95.4	95.4	DArT	x	Maps to SBI-09 (7.1cM) in S2
sPb-2228	no	8	95.4	95.4	DArT		
sPb-9743	no	8	95.4	95.4	DArT		
sPb-0833	no	8	95.4-97.7	95.6	DArT		
sPb-3954	no	8	95.4-97.7	95.6	DArT		
RG1274	no	8	95.7	95.7	RFLP		
txp105	Bridge	8	97.7	97.7	SSR		
gpsb123	no	8	97.7-102.6	100.2	SSR		
M343181	no	8	102.6	102.6	DArT		
sPb-7823	Bridge	8	104.3	104.3	DArT		
sPb-3724	no	8	104.3	104.3	DArT		
sPb-0806	no	8	104.3	104.3	DArT		
sPb-0159	Bridge	8	104.3	104.3	DArT		
sPb-8878	no	8	104.3	104.3	DArT		
txs1294	no	8	104.3-109.2	106.75	RFLP		
sPb-2498	no	8	104.3-109.2	106.75	DArT		
sPb-7542	no	8	104.3-109.2	106.75	DArT		
sPb-5501	no	8	104.3-109.2	106.75	DArT		
sPb-8800	no	8	104.3-109.2	106.75	DArT		
sPb-5572	no	8	107-109.2	108.1	DArT		
sPb-1825	no	8	104.6-112.7	108.7	DArT		
sPb-6918	no	8	104.6-112.7	108.7	DArT		
M188408	no	8	108.9	108.9	DArT		
sPb-6960	no	8	109.2	109.2	DArT		
sPb-4073	no	8	109.2	109.2	DArT		
sPb-8931	no	8	109.2	109.2	DArT		
isu146	no	8	109.2	109.2	RFLP		
sPb-2846	Bridge	8	109.2	109.2	DArT		
M188523	no	8	108.9-110.1	109.5	DArT		
sPb-7449	no	8	109.2-117.1	109.65	DArT		
sPb-7369	no	8	109.2-110.9	110.05	DArT		
sPb-9584	Bridge	8	109.2-110.9	110.05	DArT		
M342880	no	8	110.1	110.1	DArT		
M340454	no	8	110.1	110.1	DArT		
sPb-3434	no	8	110.1-110.8	110.4	DArT		
sPb-7220	no	8	110.8	110.8	DArT		
sPb-5401	no	8	106.2-115.3	110.8	DArT	x	
sPb-1051	no	8	106.2-115.3	110.8	DArT		
sPb-1291	no	8	106.2-115.3	110.8	DArT		
sPb-8363	no	8	110.1-111.6	110.9	DArT		
BH245773	no	8	110.9	110.9	RFLP		
cup31	no	8	110.9-111.6	111.25	SSR		
gap34	no	8	110.9-111.6	111.25	SSR		
txs1353	no	8	110.9-111.6	111.25	RFLP		
sPb-8384	no	8	111.6	111.6	DArT		
sPb-0289	Bridge	8	111.6	111.6	DArT		
sPb-1272	no	8	108.7-116.6	112.7	DArT		
sPb-7082	no	8	108.7-116.6	112.7	DArT		
sPb-5250	no	8	110.1-116.5	113.3	DArT		
sPb-5534	no	8	109.2-120.7	114.95	DArT		
sPb-0376	no	8	110.1-119.2	114.65	DArT		
sPb-3639	no	8	108.4-122.5	115.45	DArT		
sPb-6548	no	8	108.4-122.5	115.45	DArT		
sPb-8993	Bridge	8	116.5	116.5	DArT		
sPb-7648	no	8	117.1	117.1	DArT		
sPb-4385	no	8	117.1-119.3	118.2	DArT		
sPb-9341	no	8	117.1-119.3	118.2	DArT		
sPb-3510	no	8	117.1-119.3	118.2	DArT		
sPb-8160	no	8	117.1-119.3	118.2	DArT		
sPb-1125	no	8	117.1-119.3	118.2	DArT		
sPb-2290	no	8	118.3	118.3	DArT		
sPb-5420	no	8	118.8	118.8	DArT		
sPb-3874	no	8	118-121.9	120	DArT		
sPb-0087	no	8	120.7	120.7	DArT		
sPb-2487	no	8	121	121	DArT		
sPb-1323	no	8	131.9	131.9	DArT		
txp289	no	9	0	0	SSR		
sPb-5473	no	9	0	0	DArT		
Sb09QGM126	no	9	0-0.2	0.1	SSR		
Xsbarslbk9.00	no	9	0-0.2	0.1	SSR		
sPb-0531	no	9	0-0.2	0.1	DArT		
sPb-3274	no	9	0.2	0.2	DArT		
sPb-1997	no	9	0.2-0.37	0.29	DArT		
sPb-9449	no	9	0.37	0.37	DArT		
sPb-2770	no	9	0.46	0.46	DArT		
sPb-8090	no	9	2.65	2.65	DArT		
sPb-8590	no	9	2.7	2.7	DArT	x	Maps to SBI-10 (23.9cM) in TAMU
sPb-4011	no	9	3.9	3.9	DArT		
sPb-1895	no	9	4	4	DArT		
sPb-8859	no	9	5.9-6.5	6.2	DArT		
umc12	no	9	6.5	6.5	RFLP		
psb0134	no	9	6.5	6.5	RFLP		
sPb-8366	no	9	6.5	6.5	DArT		
gap85	no	9	6.5-9.4	7.95	SSR		
M341036	no	9	9.4	9.4	DArT		
M188934	no	9	9.4	9.4	DArT		
sPb-1803	no	9	9.4-12.6	11	DArT		
ST1159	no	9	12.6	12.6	RFLP		
sPb-0031	no	9	13.6	13.6	DArT	x	Maps to SBI-08 (95.4cM) in S4
rz390	no	9	14.7	14.7	RFLP		
sPb-6496	no	9	14.7-17.5	16.1	DArT		
sPb-6506	no	9	17.5	17.5	DArT		
txs1703	no	9	14.7-20.5	17.6	RFLP		
txp358	no	9	14.7-20.5	17.6	SSR		
sPb-9962	no	9	20.5	20.5	DArT		
sPb-4787	no	9	20.5	20.5	DArT		
sPb-9410	no	9	20.5	20.5	DArT		
sPb-8368	bridge	9	20.5	20.5	DArT		
sPb-7955	bridge	9	20.5	20.5	DArT		
sPb-9091	bridge	9	20.5	20.5	DArT		
sPb-7367	bridge	9	20.5	20.5	DArT		
JH7	no	9	20.5-22.5	21.5	RFLP		
M340964	no	9	20.5-23.6	22.1	DArT		
NEW-2d	no	9	22.5	22.5	RFLP		
txp459	no	9	23.2	23.2	SSR		
sPb-0303	no	9	23.6	23.6	DArT		
sPb-4736	no	9	23.6-26.9	25.3	DArT		
Xsbarslbk9.02	no	9	23.6-26.9	25.3	SSR		
sPb-5056	no	9	23.6-26.9	25.3	DArT		
FC34	no	9	26.9	26.9	RFLP		
sPb-5046	no	9	26.9-28.2	27.6	DArT		
txp410	no	9	28.2	28.2	SSR		
AP2	no	9	28.2-33.2	30.7	Gene		
cdo580	no	9	33.2	33.2	RFLP		
txs1150	no	9	35.65	35.65	RFLP		
sPb-9349	no	9	35.65-38.1	36.9	DArT		
sPb-6515	no	9	38.1	38.1	DArT		
txp412	no	9	38.1	38.1	SSR		
umc64	bridge	9	39	39	RFLP	x	
M341115	no	9	39.2	39.2	DArT		
M342280	no	9	39.4	39.4	DArT		
M340587	no	9	39.7	39.7	DArT		
CDS094	no	9	40.9	40.9	RFLP		
sPb-7463	no	9	40.9-46.4	43.7	DArT		
sPb-4156	no	9	46.4	46.4	DArT		
sPb-9765	no	9	46.4-48.2	47.3	DArT		
sPb-3002	no	9	46.4-48.2	47.3	DArT		
sPb-2179	no	9	46.4-48.2	47.3	DArT		
sPb-7013	no	9	46.4-48.2	47.3	DArT		
sPb-8958	no	9	46.4-48.2	47.3	DArT		
sPb-5749	no	9	46.4-48.2	47.3	DArT		
Dsenhsbm99	no	9	46.4-48.2	47.3	SSR		
sPb-0005	no	9	48.2	48.2	DArT		
txp411	no	9	48.5	48.5	SSR		
gap42	no	9	48.5-50	49.25	SSR	x	Maps to SBI-01 (14cM) in TAMU
sPb-4853	no	9	50	50	DArT	x	
txp258	no	9	51	51	SSR		
txp287	no	9	51	51	SSR		
sPb-1237	no	9	51-52.2	51.6	DArT		
Sb4-32	no	9	52.2	52.2	SSR		
sPb-7193	no	9	52.7	52.7	DArT		
sPb-3971	no	9	53.3	53.3	DArT		
txp230	bridge	9	53.5	53.5	SSR		
txp67	bridge	9	55.7	55.7	SSR		
txp355	no	9	55.7-57.8	56.8	SSR		
sPb-6667	no	9	57.8	57.8	DArT		
gap15	no	9	57.8-62.6	60.2	SSR		
sPb-5142	no	9	57.8-62.6	60.2	DArT		
Xsbarslbk9.07	no	9	57.8-62.6	60.2	SSR		
sPb-4731	no	9	57.8-62.6	60.2	DArT		
sPb-3004	no	9	57.8-62.6	60.2	DArT		
sPb-0815	no	9	57.8-62.6	60.2	DArT		
Xsbarslbk9.08	no	9	57.8-62.6	60.2	SSR		
psb0069	no	9	57.8-62.6	60.2	RFLP		
sPb-8338	no	9	57.8-62.6	60.2	DArT		
sPb-1239	no	9	57.8-62.6	60.2	DArT		
sPb-0771	no	9	57.8-62.6	60.2	DArT		
M188207	no	9	66.4	66.4	DArT		
msbcir317	no	9	66.4	66.4	SSR		
msbcir337b	no	9	66.4	66.4	SSR		
M187902	no	9	66.4-67.1	66.7	DArT		
M342494	no	9	67.1	67.1	DArT		
M342741	no	9	67.1	67.1	DArT		
M341021	no	9	67.1	67.1	DArT		
M341251	no	9	67.1-67.4	67.25	DArT		
M342543	no	9	67.4	67.4	DArT		
sPb-7905	no	9	67.5	67.5	DArT		
sBAC120	no	9	67.8	67.8	SSR		
sPb-5887	no	9	67.8	67.8	DArT		
sPb-0326	no	9	67.8	67.8	DArT		
txs943	no	9	72.1	72.1	RFLP		
cup02	no	9	72.1	72.1	SSR		
AW679255	no	9	72.1	72.1	RFLP		
sPb-9158	no	9	72.1	72.1	DArT		
SbRPG821	no	9	73.3	73.3	RFLP		
Xsbarslbk9.09	no	9	73.3-75.7	74.5	SSR		
sPb-5055	no	9	73.3-75.7	74.5	DArT	x	
Xsbarslbk9.14	no	9	73.3-75.7	74.5	SSR		
sPb-8640	no	9	73.3-75.7	74.5	DArT		
M188501	no	9	73.3-75.7	74.5	DArT		
Sb6-84	no	9	73.3-75.7	74.5	ssr		
Xsbarslbk9.23	no	9	73.3-75.7	74.5	SSR		
sPb-6280	no	9	73.3-75.7	74.5	DArT		
sPb-9936	no	9	73.3-75.7	74.5	DArT		
M342028	no	9	73.3-75.7	74.5	DArT		
M341817	no	9	73.3-75.7	74.5	DArT		
sPb-9271	no	9	73.3-75.7	74.5	DArT		
sPb-7620	no	9	73.3-75.7	74.5	DArT		
sPb-9538	no	9	73.3-75.7	74.5	DArT		
sPb-3253	no	9	73.3-75.7	74.5	DArT		
sPb-3210	no	9	73.3-75.7	74.5	DArT		
sPb-9272	no	9	73.3-75.7	74.5	DArT		
sPb-5312	no	9	73.3-75.7	74.5	DArT		
Xsbarslbk9.45	no	9	73.3-75.7	74.5	SSR		
SG34	no	9	76.1	76.1	RFLP		
GE5	no	9	76.1	76.1	RFLP		
txS1628	no	9	70-82.2	76.1	RFLP		
ST171b	no	9	70-82.2	76.1	RFLP		
ST1296	no	9	70-82.2	76.1	RFLP		
sPb-9306	no	9	76.4	76.4	DArT		
sPb-3158	no	9	76.4	76.4	DArT		
txs1383	no	9	76.4	76.4	RFLP		
dhn2	no	9	76.4	76.4	gene		
sPb-1324	bridge	9	76.4	76.4	DArT		
sPb-8873	bridge	9	76.4	76.4	DArT		
sPb-6852	bridge	9	76.4	76.4	DArT		
sPb-4786	bridge	9	76.4	76.4	DArT		
Xsbarslbk9.47	no	9	76.4	76.4	SSR		
sPb-6043	no	9	76.4	76.4	DArT		
sPb-9003	no	9	76.4	76.4	DArT		
sPb-4587	no	9	76.4	76.4	DArT		
txp10	no	9	76.4	76.4	SSR		
sPb-8764	no	9	79.4	79.4	DArT		
M188560	no	9	82.9	82.9	DArT		
sPb-9688	no	9	83	83	DArT	x	
sPb-6748	no	9	83-83.5	83.25	DArT		
sPb-3298	no	9	83.5	83.5	DArT		
ST1374	no	9	84.2	84.2	RFLP		
sPb-6146	no	9	84.2-85.1	84.7	DArT		
M340536	no	9	85.1	85.1	DArT		
sPb-8777	no	9	85.7	85.7	DArT		
sPb-8542	no	9	87.2	87.2	DArT		
bcd454	no	9	87.2	87.2	RFLP		
Sb09QGM153	no	9	87.2	87.2	SSR		
sPb-1814	no	9	87.2	87.2	DArT		
sPb-2171	no	9	87.2	87.2	DArT		
sPb-4416	no	9	87.2	87.2	DArT		
sPb-0975	no	9	87.2	87.2	DArT		
sPb-9989	bridge	9	87.3	87.3	DArT		
M340974	no	9	90.5	90.5	DArT		
M188412	no	9	90.5-91.4	90.9	DArT		
SbRPG743	no	9	90.5-91.4	90.9	RFLP		
M341480	no	9	91.4	91.4	DArT		
FC7	no	9	92.7	92.7	RFLP		
sPb-8071	no	9	92.7-95.4	94.1	DArT		
sPb-1819	no	9	92.7-95.4	94.1	DArT		
sPb-0533	no	9	92.7-95.4	94.1	DArT		
sPb-0016	no	9	92.7-95.4	94.1	DArT		
sPb-3518	no	9	92.7-95.4	94.1	DArT		
sPb-8788	no	9	92.7-95.4	94.1	DArT		
Sb09QGM154	no	9	92.7-95.4	94.1	SSR		
sPb-3072	no	9	92.7-95.4	94.1	DArT		
sPb-2949	no	9	92.7-95.4	94.1	DArT		
sPb-4933	no	9	95.4	95.4	DArT		
sPb-9243	no	9	95.4-100.6	98	DArT		
sPb-9666	no	9	95.4-100.6	98	DArT		
sPb-2530	no	9	95.4-100.6	98	DArT		
Sb09QGM155	no	9	95.4-100.6	98	SSR		
sPb-6414	no	9	95.4-100.6	98	DArT		
Sb09QGM156	no	9	95.4-100.6	98	SSR		
sPb-8319	no	9	100.6	100.6	DArT		
sPb-6403	no	9	100.6	100.6	DArT		
sPb-2670	no	9	100.6	100.6	DArT		
ST329c	no	9	101	101	RFLP		
umc38	bridge	9	101-106.5	103.75	RFLP		
txp339	no	9	101-106.5	103.75	SSR		
sPb-5041	no	9	101-106.5	103.75	DArT		
Xsbarslbk9.53	no	9	101-106.5	103.75	SSR		
sPb-9227	no	9	106.5	106.5	DArT		
sPb-8812	no	9	106.5	106.5	DArT		
sPb-2368	no	9	106.5-107.3	106.9	DArT		
sPb-1991	no	9	107.3	107.3	DArT		
cdo89	bridge	9	107.7	107.7	RFLP		
sPb-6089	no	9	107.3-108.6	107.9	DArT		
M340810	no	9	107.3-108.6	107.9	DArT		
Sb09QGM157	no	9	107.3-108.6	107.9	SSR		
M340730	no	9	107.3-108.6	107.9	DArT		
sPb-5227	no	9	107.3-108.6	107.9	DArT		
sPb-2609	no	9	107.3-108.6	107.9	DArT		
psb0445	no	9	107.3-108.6	107.9	RFLP		
gpsb079	no	9	107.3-108.6	107.9	SSR		
M342839	no	9	108.6	108.6	DArT		
sPb-1718	no	9	108.5-111.5	110	DArT		
sPb-8853	no	9	108.5-111.5	110	DArT		
sPb-2024	no	9	108.5-111.5	110	DArT	x	
sPb-9610	no	9	108.5-111.5	110	DArT		
ST1054	no	9	111.5	111.5	RFLP		
EST22	no	9	111.5	111.5	RFLP		
M342540	no	9	111.6	111.6	DArT		
M188652	no	9	111.6	111.6	DArT		
M189112	no	9	111.6	111.6	DArT		
sPb-4006	no	9	113.3	113.3	DArT	x	
sPb-8716	bridge	9	113.3	113.3	DArT		
umc132	no	9	113.3	113.3	RFLP		
sPb-1732	no	9	113.3	113.3	DArT		
sPb-0852	no	9	113.3	113.3	DArT		
M343231	no	9	113.3	113.3	DArT		
sPb-2968	no	9	113.3	113.3	DArT		
sPb-4565	no	9	113.3-114.4	113.7	DArT		
sPb-7855	no	9	114.1	114.1	DArT		
sPb-6390	no	9	114.4-115	114.6	DArT		
gpsb020	no	9	115	115	SSR		
sPb-7686	no	9	115	115	DArT	x	
sPb-7460	no	9	115	115	DArT		
sPb-5985	no	9	115-115.8	115.4	DArT		
M188061	no	9	115.8	115.8	DArT		
txS307b	no	9	116.3	116.3	RFLP		
Sb-HT9.1	no	9	116.3-117.8	117.1	gene		
sPb-4654	no	9	116.3-117.8	117.1	DArT		
sPb-4920	no	9	116.3-117.8	117.1	DArT		
sPb-7599	no	9	116.3-117.8	117.1	DArT		
M343363	no	9	117.8	117.8	DArT		
txS1015	no	9	118	118	RFLP		
M187494	no	9	118.5	118.5	DArT		
umc62	no	9	118.65	118.65	RFLP		
sbAGE03	no	9	118.8	118.8	SSR		
sPb-5020	no	9	118.8-120.9	119.9	DArT		
txp107	no	9	118.8-120.9	119.9	SSR		
Xsbarslbk9.58	no	9	118.8-120.9	119.9	SSR		
sPb-0445	no	9	120.9	120.9	DArT		
ST715	no	9	121.9	121.9	RFLP		
ST1017	no	9	125.8	125.8	RFLP		
SbRPG950	no	9	126.4	126.4	RFLP		
txs1102	no	9	128.4	128.4	RFLP		
rz206	no	9	128.4	128.4	RFLP		
cdo202	no	9	132	132	RFLP		
sPb-8285	no	9	132-133.8	132.9	DArT		
sPb-7104	no	9	132-133.8	132.9	DArT		
sPb-4614	no	9	133.8	133.8	DArT		
Sb5-206	no	9	133.8-135.6	134.7	SSR		
sPb-7642	no	9	133.8-135.6	134.7	DArT		
sPb-4522	bridge	9	135.6	135.6	DArT		
sPb-6678	bridge	9	135.6	135.6	DArT		
umc134	no	9	139.6	139.6	RFLP		
cdo542	no	9	139.6	139.6	RFLP	x	
cdo393	no	9	139.6	139.6	RFLP		
isu140	no	9	143.6	143.6	RFLP		
SG33	no	10	0	0	RFLP		
sPb-3912	no	10	0.6	0.6	DArT		
cdo590a	no	10	0-4.4	2.2	RFLP		
Xsbarslbk10.48	no	10	0-4.4	2.2	SSR		
bm	no	10	0-4.4	2.2	gene		
Xsbarslbk10.57	no	10	0-4.4	2.2	SSR		
cup49	no	10	4.4	4.4	SSR		
PSB0305	no	10	4.4	4.4	RFLP		
sPb-1678	no	10	4.4	4.4	DArT		
sPb-8389	no	10	4.4	4.4	DArT		
sPb-2041	Bridge	10	4.4	4.4	DArT		
rlf	no	10	4.4	4.4	gene		
sPb-5079	no	10	4.4	4.4	DArT		
sPb-4129	Bridge	10	4.4	4.4	DArT		
sPb-6833	no	10	4.4	4.4	DArT		
sPb-5633	no	10	4.4	4.4	DArT		
sPb-0311	no	10	4.4	4.4	DArT		
sPb-0600	no	10	4.4	4.4	DArT		
cdo590	no	10	6.5	6.5	RFLP		
sPb-1044	no	10	6.5	6.5	DArT		
AP2	no	10	9.4	9.4	RFLP		
sPb-4427	no	10	9.4-11.9	10.65	DArT		
txs1078	no	10	11.9	11.9	RFLP		
AD12	no	10	11.9-14.3	13.1	RFLP		
cdo475	no	10	14.3	14.3	RFLP		
SG19	no	10	18.1	18.1	RFLP		
txs1163	no	10	22.2	22.2	RFLP		
sPb-8306	no	10	23.1	23.1	DArT	x	Maps to SBI-05 (55cM) in TAMU
SbRPG917	no	10	23.3	23.3	RFLP		
sPb-5281	no	10	23.3-23.7	23.5	DArT		
ST2072	no	10	23.6	23.6	RFLP		
M340704	no	10	23.7	23.7	DArT		
sPb-6013	no	10	25.1	25.1	DArT	x	Maps to SBI-03 (143cM) in CIRAD
sPb-1945	no	10	25.7	25.7	DArT		
msbcir331	no	10	27.7	27.7	SSR		
msbcir324	no	10	27.7	27.7	SSR		
M189136	no	10	27.7	27.7	DArT		
sPb-6873	no	10	25.7-32.4	29.1	DArT		
wx	no	10	25.7-32.4	29.1	gene		
sPb-0332	no	10	25.7-32.4	29.1	DArT		
sPb-8694	no	10	25.7-32.4	29.1	DArT		
PSB0653	no	10	25.7-32.4	29.1	RFLP		
sPb-3552	no	10	25.7-32.4	29.1	DArT		
sPb-5584	no	10	25.7-32.4	29.1	DArT		
sPb-5965	no	10	25.7-32.4	29.1	DArT		
sPb-9255	no	10	25.7-32.4	29.1	DArT		
ma4	no	10	22.2-39.1	30.7	gene		
M342557	no	10	32.4	32.4	DArT		
Str30b	no	10	32.5	32.5	RFLP		
isu136	no	10	32.9	32.9	RFLP		
M187940	no	10	32.4-33.5	33	DArT		
sPb-6720	no	10	32.4-33.5	33	DArT		
gpsb027	no	10	33.5	33.5	SSR		
Rs2	no	10	32.1-35.3	33.7	gene		
sPb-8775	no	10	33-34.5	33.7	DArT		
SSI	no	10	33-34.5	33.7	gene		
sPb-2008	no	10	33-34.5	33.7	DArT		
sPb-2554	no	10	33-34.5	33.7	DArT		
SbRPG921	no	10	33.5-34.9	34.2	RFLP		
sPb-0088	no	10	32.9-35.8	34.35	DArT		
sPb-0916	no	10	32.9-35.8	34.35	DArT		
Str14	no	10	32.5-36.4	34.5	RFLP		
sPb-9517	no	10	34.9	34.9	DArT		
sPb-8858	no	10	33.3-36.4	34.9	DArT	x	
sPb-8357	no	10	35.3	35.3	DArT		
umc113	Bridge	10	35.8	35.8	RFLP		
sPb-3432	Bridge	10	36.4	36.4	DArT	x	
sPb-0248	Bridge	10	36.4	36.4	DArT	x	
sPb-2193	Bridge	10	36.4	36.4	DArT	x	
sPb-5005	no	10	36.4	36.4	DArT	x	Maps to SBI-08 (62.6cM) in S4
M341294	no	10	37.9	37.9	DArT		
sPb-9592	no	10	37.9	37.9	DArT		
sPb-3828	no	10	37.9	37.9	DArT		
sPb-1104	no	10	38.1	38.1	DArT	x	Maps to SBI-05 (68.3cM) in S4
txS310	no	10	38.8	38.8	RFLP		
sPb-5917	no	10	39.1	39.1	DArT		
sPb-0817	no	10	42.2	42.2	DArT		
sPb-3287	no	10	42.2	42.2	DArT		
